Name,Transaction_date,Product,Price,Payment_Type,City,State,Country,Account_Created,Last_Login,Latitude,Longitude
Katerina,1/21/2009 4:34,Product1,1200,Visa,Firenze,Tuscany,Italy,4/24/2008 0:57,2/16/2009 3:45,43.7666667,11.25
Mary,1/7/2009 13:28,Product1,1200,Mastercard,Baile Atha Bui,Meath,Ireland,9/21/2005 15:42,2/16/2009 3:51,53.6186111,-6.9205556
Oscar,1/26/2009 16:47,Product1,1200,Visa,Chamonix-Mont-Blanc,Rhone-Alpes,France,1/26/2009 4:53,2/16/2009 5:01,45.9166667,6.8666667
Suejean,1/29/2009 1:01,Product1,1200,Diners,Gingins,Vaud,Switzerland,1/20/2009 6:14,2/16/2009 5:09,46.4,6.1833333
ann,1/25/2009 12:55,Product1,1200,Amex,Boca Raton                  ,FL,United States,12/6/2008 15:26,2/16/2009 6:54,26.35833,-80.08333
Renee,1/24/2009 13:35,Product1,1200,Visa,Chaska                      ,MN,United States,5/11/2006 13:27,2/16/2009 9:00,44.78944,-93.60194
Catherine,1/28/2009 13:30,Product1,1200,Visa,Hghlnds Ranch               ,CO,United States,1/28/2009 13:03,2/16/2009 9:13,39.61333,-105.01611
Rhonda,1/20/2009 19:08,Product1,1200,Amex,Atlanta                     ,GA,United States,11/21/2008 5:52,2/16/2009 10:08,33.74889,-84.38806
alix,1/29/2009 17:13,Product1,1200,Amex,Tenafly                     ,NJ,United States,12/12/2007 12:26,2/16/2009 10:19,40.92528,-73.96333
Mike,1/2/2009 5:33,Product1,1200,Visa,Aberdeen,Scotland,United Kingdom,10/18/2004 4:53,2/16/2009 11:12,57.1333333,-2.1
Diane,1/31/2009 11:03,Product1,1200,Visa,Djurgarden,Stockholm,Sweden,1/25/2009 3:48,2/16/2009 12:08,59.3166667,18.1166667
Sigrun,1/13/2009 9:16,Product1,1200,Visa,Nashville                   ,TN,United States,1/12/2009 20:48,2/16/2009 12:33,36.16583,-86.78444
Dania,1/19/2009 12:38,Product1,1200,Visa,Munich,Bayern,Germany,1/19/2009 11:47,2/16/2009 12:46,48.15,11.5833333
Kelsi,1/18/2009 12:14,Product2,3600,Mastercard,Utrecht,Utrecht,Netherlands,12/12/2008 3:30,2/16/2009 12:49,52.0833333,5.1333333
Maria,1/22/2009 10:59,Product1,1200,Visa,Boyceville                  ,WI,United States,1/2/2009 14:09,2/16/2009 14:50,45.04361,-92.04083
Bent Erik,1/14/2009 7:30,Product1,1200,Visa,Basauri,Pais Vasco,Spain,2/3/2008 2:56,2/16/2009 15:04,43.0166667,-2.4
Kirsten,1/19/2009 1:52,Product1,1200,Amex,Melbourne,Victoria,Australia,4/24/2007 4:36,2/17/2009 1:20,-37.8166667,144.9666667
Dickson,1/8/2009 23:00,Product1,1200,Visa,Kemerburgaz,Istanbul,Turkey,9/16/2008 2:07,2/17/2009 1:29,41.1594444,28.9127778
Howard,1/25/2009 7:29,Product1,1200,Diners,Worcester,England,United Kingdom,1/22/2009 14:02,2/17/2009 3:00,52.2,-2.2
Dana,1/17/2009 15:19,Product1,1200,Visa,Thurles,Tipperary,Ireland,1/15/2009 9:13,2/17/2009 3:26,52.6819444,-7.8022222
Nola,1/23/2009 12:23,Product1,1200,Mastercard,Den Haag,Zuid-Holland,Netherlands,1/23/2009 11:11,2/17/2009 3:35,52.0833333,4.3
Elizabeth,1/24/2009 8:45,Product1,1200,Visa,Cos Cob                     ,CT,United States,11/8/2008 14:45,2/17/2009 3:40,41.03333,-73.6
minjeong,1/27/2009 3:45,Product2,3600,Visa,Bern,Bern,Switzerland,1/27/2009 2:39,2/17/2009 3:44,46.9166667,7.4666667
Matt,1/29/2009 23:48,Product1,1200,Visa,Leicester,England,United Kingdom,11/15/2008 6:49,2/17/2009 5:47,52.6333333,-1.1333333
Vanessa,1/3/2009 18:43,Product1,1200,Visa,Cornwall,Ontario,Canada,7/3/2006 8:36,2/17/2009 6:17,45.0166667,-74.7333333
Charlotte,1/24/2009 17:18,Product2,3600,Visa,Sterling                    ,VA,United States,2/15/2008 15:34,2/17/2009 6:26,39.00611,-77.42889
Rowena,1/2/2009 15:13,Product1,1200,Visa,Cork,Cork,Ireland,1/10/2006 7:05,2/17/2009 6:38,51.8986111,-8.4958333
Catherine,1/8/2009 10:44,Product1,1200,Visa,Mount Forest,Ontario,Canada,1/6/2009 13:03,2/17/2009 6:39,43.9666667,-80.7333333
Sarah,1/29/2009 8:13,Product1,1200,Mastercard,Ridgefield                  ,CT,United States,1/28/2008 13:55,2/17/2009 7:55,41.28139,-73.49861
sorcha,1/24/2009 10:26,Product1,1200,Visa,Porto Alegre,Rio Grande do Sul,Brazil,1/24/2009 4:47,2/17/2009 8:05,-30.0333333,-51.2
sorcha,1/24/2009 12:56,Product1,1200,Visa,Cartierville,Quebec,Canada,1/12/2009 21:34,2/17/2009 9:19,45.5333333,-73.7166667
Mary,1/7/2009 13:38,Product1,1200,Mastercard,Stuttgart,Baden-Wurttemberg,Germany,1/6/2009 13:40,2/17/2009 9:32,48.7666667,9.1833333
Ronja,1/23/2009 15:38,Product1,1200,Visa,Manhattan                   ,NY,United States,1/17/2009 15:05,2/17/2009 10:58,40.71417,-74.00639
Nicola ,1/26/2009 14:43,Product1,1200,Visa,Sneem,Kerry,Ireland,1/26/2009 13:55,2/17/2009 11:07,51.8333333,-9.9
BURCAK,1/17/2009 20:33,Product1,1200,Amex,Alpharetta                  ,GA,United States,1/9/2009 11:26,2/17/2009 12:31,34.07528,-84.29417
isabelle,1/5/2009 9:15,Product1,1200,Visa,Sainte-Therese-de-Blainville,Quebec,Canada,8/21/2008 9:43,2/17/2009 12:34,45.6333333,-73.85
christy,1/20/2009 8:16,Product1,1200,Mastercard,Germantown                  ,TN,United States,1/6/2009 8:33,2/17/2009 13:01,35.08667,-89.81
Lilly,1/29/2009 12:46,Product1,1200,Visa,Castleknock,Dublin,Ireland,1/19/2009 16:00,2/17/2009 14:06,53.3786111,-6.3922222
Mandy,1/15/2009 18:12,Product1,1200,Diners,Hono                        ,HI,United States,1/29/2007 13:21,2/17/2009 14:17,21.30694,-157.85833
Elena,1/23/2009 13:55,Product1,1200,Mastercard,New Rochelle                ,NY,United States,8/7/2005 15:07,2/17/2009 15:16,40.91139,-73.78278
Lolarae,1/26/2009 10:26,Product1,1200,Visa,Calgary,Alberta,Canada,1/26/2009 10:16,2/17/2009 15:17,51.0833333,-114.0833333
Lisa,1/12/2009 11:48,Product1,1200,Mastercard,South Waterford             ,ME,United States,7/5/2007 14:58,2/17/2009 15:29,44.1786,-70.7164
Nita and Trebor,1/29/2009 15:20,Product1,1200,Mastercard,Washington Township         ,OH,United States,1/18/2009 20:47,2/17/2009 16:29,39.75889,-84.19167
Jenevieve,1/28/2009 7:26,Product1,1200,Visa,Guelph,Ontario,Canada,1/23/2009 19:04,2/17/2009 18:08,43.55,-80.25
Piret,1/14/2009 0:03,Product2,3600,Mastercard,Bunbury,Western Australia,Australia,6/16/2008 18:22,2/17/2009 19:31,-33.3333333,115.6333333
Damian,1/13/2009 1:55,Product1,1200,Mastercard,Mettlach,Saarland,Germany,4/1/2006 22:29,2/17/2009 20:45,49.5,6.6
Lusell,1/12/2009 23:21,Product1,1200,Mastercard,Oberwil,Basel-Country,Switzerland,1/6/2009 2:47,2/17/2009 22:57,47.5166667,7.55
Costanza,1/22/2009 2:16,Product1,1200,Visa,Beykoz,Istanbul,Turkey,9/7/2008 11:43,2/18/2009 0:27,41.1438889,29.0905556
Vanessa,1/29/2009 12:53,Product1,1200,Visa,Arc-et-Senans,Franche-Comte,France,1/29/2009 10:10,2/18/2009 1:03,47.0333333,5.7666667
Evelyn,1/28/2009 11:36,Product1,1200,Diners,Grossbodungen,Thuringia,Germany,1/28/2009 11:08,2/18/2009 2:04,51.4666667,10.5
Nicola,1/19/2009 6:50,Product1,1200,Amex,Bruxelles,Brussels (Bruxelles),Belgium,7/13/2008 11:29,2/18/2009 2:30,50.8333333,4.3333333
Simone,1/30/2009 5:20,Product1,1200,Visa,Kilcornan,Limerick,Ireland,1/30/2009 4:06,2/18/2009 7:23,52.6166667,-8.8833333
Elisabeth,1/19/2009 14:06,Product1,1200,Mastercard,Wilmington                  ,NC,United States,1/19/2009 12:41,2/18/2009 8:18,34.22556,-77.945
Kasey,1/8/2009 9:43,Product1,1200,Visa,Aix-en-Provence,Provence-Alpes-Cote d'Azur,France,1/5/2009 9:05,2/18/2009 8:38,43.5333333,5.4333333
Olympe,1/23/2009 9:09,Product2,3600,Amex,Lidingo,Stockholm,Sweden,1/18/2006 11:49,2/18/2009 8:45,59.3666667,18.1333333
James,1/20/2009 8:58,Product1,1200,Visa,Edmonton,Alberta,Canada,12/24/2008 17:51,2/18/2009 9:42,53.55,-113.5
Alyssa,1/2/2009 13:35,Product1,1200,Visa,Antibes,Provence-Alpes-Cote d'Azur,France,7/29/2008 12:32,2/18/2009 10:28,43.5833333,7.1166667
Reto,1/9/2009 15:03,Product1,1200,Visa,Seattle                     ,WA,United States,1/8/2009 18:59,2/18/2009 15:51,47.60639,-122.33083
Joelle,1/23/2009 7:04,Product1,1200,Amex,Rowayton                    ,CT,United States,1/20/2009 10:46,2/18/2009 16:55,41.1175,-73.40833
Nicole,1/17/2009 10:14,Product1,1200,Mastercard,Simcoe,Ontario,Canada,1/17/2009 7:46,2/18/2009 18:49,42.8333333,-80.3
Alexandria,1/19/2009 16:16,Product1,1200,Mastercard,Lebanon                     ,PA,United States,9/3/2008 19:26,2/18/2009 19:38,40.34083,-76.41167
Elisabeth,1/20/2009 13:54,Product1,1200,Mastercard,Birkdale,Queensland,Australia,12/20/2005 23:05,2/18/2009 23:07,-27.4833333,153.2166667
Ann,1/23/2009 21:35,Product1,1200,Visa,Brisbane,Queensland,Australia,4/21/2007 19:33,2/18/2009 23:12,-27.5,153.0166667
Olga,1/21/2009 23:41,Product1,1200,Visa,Strasbourg,Alsace,France,2/4/2008 4:45,2/19/2009 0:09,48.5833333,7.75
Courtney,1/21/2009 4:11,Product1,1200,Visa,Suchdol,Prague,Czech Republic,9/30/2008 10:39,2/19/2009 0:55,50.1333333,14.3833333
stacy,1/10/2009 3:43,Product1,1200,Visa,Stuttgart,Baden-Wurttemberg,Germany,3/5/2006 15:01,2/19/2009 3:11,48.7666667,9.1833333
Monica,1/15/2009 18:08,Product2,3600,Amex,Villanova                   ,PA,United States,1/12/2009 17:16,2/19/2009 3:19,40.03722,-75.34944
Michael,1/20/2009 14:48,Product2,3600,Visa,Norrkoping,Ostergotland,Sweden,12/21/2008 11:49,2/19/2009 5:22,58.6,16.1833333
Katrin,1/21/2009 11:56,Product1,1200,Visa,Zumikon,Zurich,Switzerland,3/21/2006 13:30,2/19/2009 7:05,47.3333333,8.6166667
Louise,1/30/2009 6:18,Product2,3600,Mastercard,Balgach,St Gallen,Switzerland,1/14/2006 2:40,2/19/2009 7:10,47.4166667,9.6
Alfredo A,1/12/2009 17:28,Product1,1200,Amex,Las Vegas                   ,NV,United States,12/3/2008 14:12,2/19/2009 8:09,36.175,-115.13639
Kerry,1/29/2009 8:27,Product2,3600,Visa,Prague,Central Bohemia,Czech Republic,1/27/2009 8:53,2/19/2009 8:41,50.0833333,14.4666667
Saeko ,1/24/2009 12:43,Product1,1200,Visa,Warwick                     ,NY,United States,2/2/2008 16:37,2/19/2009 10:28,41.25639,-74.36028
VIOLETA,1/7/2009 10:49,Product2,3600,Visa,Silver Spring               ,MD,United States,9/1/2008 13:09,2/19/2009 10:43,38.99056,-77.02639
Antje,1/11/2009 17:06,Product1,1200,Visa,Sacramento                  ,CA,United States,9/17/2008 15:12,2/19/2009 12:05,38.58167,-121.49333
janet,1/30/2009 6:17,Product1,1200,Visa,Blarney,Cork,Ireland,1/30/2009 3:02,2/19/2009 12:48,51.9333333,-8.5666667
claire ,1/7/2009 10:52,Product1,1200,Visa,Ballyneety,Limerick,Ireland,1/7/2009 9:42,2/19/2009 14:32,52.5961111,-8.5469444
Nathalie,1/27/2009 6:20,Product1,1200,Mastercard,Haymarket                   ,VA,United States,6/1/2006 12:04,2/19/2009 16:52,38.81194,-77.63667
Daria,1/21/2009 20:02,Product1,1200,Mastercard,George Town, ,Cayman Isls,1/10/2009 16:09,2/19/2009 19:19,19.3,-81.3833333
Judith L.,1/4/2009 16:23,Product1,1200,Visa,Scottsdale                  ,AZ,United States,1/4/2009 16:04,2/19/2009 19:35,33.50917,-111.89833
Audinet,1/6/2009 12:26,Product1,1200,Visa,Cambridge                   ,MA,United States,1/6/2009 8:40,2/19/2009 19:44,42.375,-71.10611
William,1/11/2009 4:34,Product1,1200,Visa,Chalfont Saint Peter,England,United Kingdom,4/26/2006 10:12,2/19/2009 21:38,51.6,-0.55
Tatjana and Martin,1/17/2009 6:39,Product1,1200,Diners,Birmingham,England,United Kingdom,1/12/2008 7:00,2/19/2009 23:30,52.4666667,-1.9166667
Scott,1/4/2009 3:41,Product1,1200,Mastercard,Den Haag,Zuid-Holland,Netherlands,1/4/2005 12:43,2/20/2009 0:24,52.0833333,4.3
Brona,1/12/2009 5:50,Product3,7500,Mastercard,Den Haag,Zuid-Holland,Netherlands,1/4/2005 12:43,2/20/2009 0:24,52.0833333,4.3
Andree,1/3/2009 13:43,Product1,1200,Mastercard,Newmarket,Cork,Ireland,10/22/2006 14:59,2/20/2009 3:18,52.2166667,-9
Aziz,1/11/2009 6:51,Product1,1200,Visa,Irpin',Kiev,Ukraine,1/11/2009 0:00,2/20/2009 3:46,50.5166667,30.25
Fernando,1/17/2009 6:23,Product1,1200,Visa,Grosseto,Tuscany,Italy,9/22/2008 10:48,2/20/2009 6:39,42.7666667,11.1333333
Jo,1/26/2009 18:38,Product1,1200,Visa,Pembroke Pines              ,FL,United States,10/26/2008 4:24,2/20/2009 8:09,26.01083,-80.14972
Joern,1/31/2009 13:26,Product1,1200,Visa,Waterford,Ontario,Canada,12/13/2008 18:12,2/20/2009 8:27,42.9333333,-80.2833333
Melissa,1/21/2009 2:20,Product2,3600,Visa,Carouge,Geneve,Switzerland,1/16/2009 7:06,2/20/2009 8:38,46.1833333,6.1333333
Melissa,1/18/2009 13:25,Product1,1200,Visa,Chester                     ,CT,United States,1/15/2009 11:57,2/20/2009 10:08,41.40306,-72.45139
isabela,1/18/2009 18:57,Product1,1200,Mastercard,Reston                      ,VA,United States,12/31/2008 8:16,2/20/2009 11:34,38.96861,-77.34139
Nacole,1/31/2009 1:59,Product1,1200,Visa,Milan,Lombardy,Italy,4/11/2005 2:40,2/20/2009 11:41,45.4666667,9.2
Jennifer,1/25/2009 16:08,Product1,1200,Diners,Vancouver,British Columbia,Canada,1/24/2009 20:12,2/20/2009 12:47,49.25,-123.1333333
Mary,1/16/2009 19:13,Product1,1200,Diners,Alpharetta                  ,GA,United States,12/26/2008 9:28,2/20/2009 13:54,34.07528,-84.29417
Lisa,1/31/2009 15:25,Product1,1200,Visa,Ringgold                    ,GA,United States,1/28/2009 9:54,2/20/2009 15:53,34.91583,-85.10917
Debora ,1/9/2009 8:57,Product1,1200,Diners,Wall                        ,NJ,United States,1/21/2008 10:27,2/20/2009 16:45,40.1478,-74.2133
Karoline ,1/4/2009 22:18,Product2,3600,Mastercard,Powell River,British Columbia,Canada,11/27/2008 16:06,2/20/2009 21:45,49.8833333,-124.55
Jo ,1/10/2009 15:18,Product2,3600,Mastercard,Huntington Beach            ,CA,United States,10/17/2007 14:56,2/20/2009 22:24,33.66028,-117.99833
Kristen,1/16/2009 19:47,Product1,1200,Amex,Los Gatos                   ,CA,United States,1/13/2009 20:49,2/20/2009 23:09,37.22667,-121.97361
Astrid,1/25/2009 8:16,Product2,3600,Visa,Oslo,Oslo,Norway,4/22/2007 2:19,2/20/2009 23:22,59.9166667,10.75
Malinda,1/25/2009 8:48,Product1,1200,Mastercard,Oxford,England,United Kingdom,4/5/2008 13:20,2/21/2009 1:36,51.75,-1.25
Sylvia,1/17/2009 9:12,Product1,1200,Amex,Alexandria                  ,VA,United States,12/26/2006 14:23,2/21/2009 4:50,38.80472,-77.04722
Jupiterlina Elika,1/24/2009 1:22,Product1,1200,Visa,Rome,Lazio,Italy,10/19/2004 2:38,2/21/2009 6:04,41.9,12.4833333
Aniko,1/27/2009 15:09,Product1,1200,Visa,Random Lake                 ,WI,United States,1/15/2009 12:50,2/21/2009 7:37,43.55222,-87.96167
Petra,1/25/2009 21:49,Product1,1200,Mastercard,San Francisco               ,CA,United States,1/24/2009 1:35,2/21/2009 9:26,37.775,-122.41833
Heather,1/24/2009 8:51,Product1,1200,Mastercard,Baluan,General Santos,Philippines,1/19/2009 11:08,2/21/2009 10:08,6.1036111,125.2163889
Kim,1/6/2009 14:08,Product1,1200,Mastercard,Brussels,Brussels (Bruxelles),Belgium,12/18/2008 7:04,2/21/2009 10:49,50.8333333,4.3333333
Ruby,1/17/2009 14:06,Product1,1200,Amex,Bedford Corners             ,NY,United States,11/28/2004 18:58,2/21/2009 13:03,41.20417,-73.7275
Novy ,1/21/2009 12:38,Product1,1200,Visa,Istanbul,Istanbul,Turkey,2/5/2007 12:43,2/21/2009 13:55,41.0186111,28.9647222
Stephanie,1/30/2009 23:49,Product2,3600,Visa,Hilversum,Noord-Holland,Netherlands,11/30/2008 11:54,2/21/2009 14:05,52.2333333,5.1833333
Tammy,1/12/2009 12:00,Product1,1200,Mastercard,Milford                     ,ME,United States,7/6/2008 8:49,2/21/2009 18:45,44.94611,-68.64444
Alessandra,1/29/2009 21:40,Product1,1200,Visa,Vancouver,British Columbia,Canada,6/17/2008 19:23,2/21/2009 20:32,49.25,-123.1333333
Cathy,1/24/2009 13:38,Product1,1200,Mastercard,Kidderminster,England,United Kingdom,12/22/2008 3:57,2/22/2009 0:00,52.3833333,-2.25
Scott,1/25/2009 13:50,Product2,3600,Visa,Lausanne,Vaud,Switzerland,1/25/2009 10:09,2/22/2009 3:33,46.5333333,6.6666667
dia,1/12/2009 13:41,Product1,1200,Amex,Claygate,England,United Kingdom,8/19/2007 15:23,2/22/2009 3:51,51.35,-0.35
Lauren,1/5/2009 11:44,Product1,1200,Visa,Laasby,Arhus,Denmark,11/19/2008 3:55,2/22/2009 6:15,56.15,9.8166667
Line,1/2/2009 8:31,Product1,1200,Visa,Budaors,Pest,Hungary,10/23/2008 8:15,2/22/2009 7:06,47.45,18.9666667
Sean,1/31/2009 7:13,Product1,1200,Amex,London,England,United Kingdom,1/3/2008 14:59,2/22/2009 7:12,51.52721,0.14559
Sarah,1/20/2009 2:17,Product1,1200,Diners,Santo Domingo City,Distrito Nacional,Dominican Republic,11/9/2008 1:26,2/22/2009 11:21,18.4666667,-69.9
Brian,1/25/2009 20:15,Product1,1200,Visa,Croton On Hudson            ,NY,United States,1/23/2009 22:33,2/22/2009 11:51,41.2219,-73.887
Lesa,1/25/2009 19:44,Product1,1200,Mastercard,Vespasiano,Minas Gerais,Brazil,1/6/2005 21:17,2/22/2009 14:24,-19.6666667,-43.9166667
james,1/30/2009 9:00,Product1,1200,Mastercard,Nashville                   ,TN,United States,7/4/2007 21:35,2/22/2009 15:58,36.16583,-86.78444
loudon,1/7/2009 19:18,Product1,1200,Mastercard,Ottawa,Ontario,Canada,11/2/2007 20:26,2/22/2009 16:06,45.4166667,-75.7
Allison,1/4/2009 10:18,Product1,1200,Mastercard,Naples                      ,FL,United States,11/8/2008 9:42,2/22/2009 18:36,26.14167,-81.795
Surat,1/23/2009 14:57,Product1,1200,Mastercard,Bridgewater                 ,NJ,United States,7/29/2008 12:00,2/22/2009 18:48,40.5945,-74.6244
Judy,1/12/2009 10:08,Product2,3600,Mastercard,Washington                  ,DC,United States,5/31/2008 12:03,2/22/2009 18:58,38.895,-77.03667
brian,1/19/2009 4:22,Product1,1200,Diners,Hagen,Lorraine,France,5/21/2007 7:22,2/22/2009 22:33,49.5,6.1666667
Rachel,1/21/2009 21:37,Product1,1200,Visa,Taicheng,Guangdong,China,1/21/2009 6:24,2/23/2009 1:36,22.25,112.7833333
Hilde,1/25/2009 4:34,Product1,1200,Mastercard,Groningen,Groningen,Netherlands,1/8/2009 5:16,2/23/2009 3:12,53.2166667,6.55
Tarja,1/30/2009 1:09,Product1,1200,Mastercard,Villars,Vaud,Switzerland,11/30/2008 4:39,2/23/2009 3:56,46.3,7.05
Megan,1/26/2009 15:16,Product1,1200,Visa,Huntersville                ,NC,United States,12/22/2008 20:09,2/23/2009 5:14,35.41056,-80.84306
Charmain,1/15/2009 15:56,Product2,3600,Visa,Cartersburg                 ,IN,United States,1/2/2008 10:51,2/23/2009 6:24,39.69861,-86.46361
Katharina,1/2/2009 20:47,Product1,1200,Visa,Flower Mound                ,TX,United States,9/23/2008 20:57,2/23/2009 6:56,33.01444,-97.09667
Zaneta ,1/25/2009 9:36,Product1,1200,Visa,Rochester                   ,MI,United States,1/24/2009 10:36,2/23/2009 6:58,42.68056,-83.13389
Jeannette,1/20/2009 20:09,Product1,1200,Visa,Dubai,Dubayy,United Arab Emirates,1/18/2009 9:58,2/23/2009 7:01,25.2522222,55.28
Liz,1/8/2009 11:14,Product2,3600,Visa,Langnau,Zurich,Switzerland,1/7/2009 10:25,2/23/2009 7:17,47.2833333,8.5333333
Christiane,1/6/2009 20:39,Product2,3600,Mastercard,Mission,British Columbia,Canada,1/6/2009 9:44,2/23/2009 8:55,49.1333333,-122.3
Cherie,1/6/2009 18:10,Product1,1200,Visa,Columbus                    ,OH,United States,12/22/2008 14:12,2/23/2009 11:35,39.96111,-82.99889
Shiree,1/11/2009 6:46,Product2,3600,Visa,Clondalkin,Dublin,Ireland,8/25/2007 5:48,2/23/2009 11:56,53.3244444,-6.3972222
Tracey,1/19/2009 14:26,Product1,1200,Mastercard,Harold's Cross,Dublin,Ireland,1/6/2009 13:24,2/23/2009 12:02,53.3263889,-6.2947222
Scott ,1/31/2009 6:14,Product1,1200,Diners,Sag Harbor                  ,NY,United States,6/27/2008 4:15,2/23/2009 13:36,40.99778,-72.29306
Frances,1/6/2009 9:31,Product1,1200,Visa,San Diego                   ,CA,United States,1/4/2009 3:18,2/23/2009 15:39,32.71528,-117.15639
Beatrice,1/21/2009 7:31,Product1,1200,Mastercard,Wilmington                  ,DE,United States,3/25/2008 13:23,2/23/2009 16:29,39.74583,-75.54694
Jessica,1/20/2009 17:23,Product2,3600,Visa,Toronto,Ontario,Canada,1/20/2008 18:01,2/23/2009 19:35,43.6666667,-79.4166667
Alison,1/29/2009 12:10,Product1,1200,Amex,Issaquah                    ,WA,United States,11/1/2007 21:25,2/23/2009 21:58,47.61056,-122.19944
elaine,1/24/2009 23:21,Product1,1200,Visa,Phuket,Phuket,Thailand,1/24/2009 22:47,2/24/2009 1:12,7.8833333,98.4
Chevonne,1/28/2009 10:37,Product1,1200,Visa,Athina,Attiki,Greece,5/8/2008 4:26,2/24/2009 2:58,37.9833333,23.7333333
danielle,1/30/2009 14:36,Product1,1200,Visa,Geneve,Geneve,Switzerland,1/30/2009 13:50,2/24/2009 3:15,46.2,6.1666667
Caroline and Jonathan,1/21/2009 2:07,Product1,1200,Mastercard,Chichester,England,United Kingdom,2/14/2006 14:43,2/24/2009 3:29,50.8333333,-0.7833333
manuela,1/26/2009 6:37,Product1,1200,Visa,Massagno,Ticino,Switzerland,6/4/2008 11:55,2/24/2009 5:30,46.0166667,8.95
Carole,1/4/2009 14:27,Product1,1200,Visa,Cardiff,Wales,United Kingdom,12/14/2005 10:47,2/24/2009 7:30,51.5,-3.2
Ghislaine,1/9/2009 3:03,Product2,3600,Amex,Ferney-Voltaire,Rhone-Alpes,France,3/28/2008 5:53,2/24/2009 8:10,46.25,6.1166667
Christian,1/8/2009 19:26,Product2,3600,Visa,Mableton                    ,GA,United States,11/30/2007 10:44,2/24/2009 8:22,33.81861,-84.5825
Hollie,1/10/2009 16:02,Product1,1200,Visa,San Diego                   ,CA,United States,10/12/2007 13:03,2/24/2009 8:32,32.71528,-117.15639
mike,1/6/2009 6:31,Product1,1200,Visa,La Louviere,Hainaut,Belgium,1/3/2009 5:24,2/24/2009 8:32,50.4666667,4.1833333
Malahat,1/23/2009 13:13,Product1,1200,Mastercard,Minneapolis                 ,MN,United States,4/3/2007 12:56,2/24/2009 8:46,44.98,-93.26361
Michaela,1/18/2009 17:55,Product1,1200,Amex,Mafra,Santa Catarina,Brazil,3/9/2008 9:39,2/24/2009 10:09,-26.1180556,-49.8016667
Amy,1/5/2009 15:15,Product1,1200,Amex,Ashford,England,United Kingdom,8/18/2005 2:04,2/24/2009 10:35,51.1333333,0.8833333
Brandi,1/2/2009 10:32,Product1,1200,Mastercard,Edmonton,Alberta,Canada,12/24/2008 15:23,2/24/2009 12:08,53.55,-113.5
erin,1/25/2009 9:27,Product1,1200,Visa,London,England,United Kingdom,9/4/2006 14:35,2/24/2009 13:37,51.52721,0.14559
Tracy,1/5/2009 6:12,Product1,1200,Diners,Lucca,Tuscany,Italy,1/4/2009 6:19,2/24/2009 13:56,43.8333333,10.4833333
Polyxene,1/6/2009 2:41,Product1,1200,Visa,Perth,Western Australia,Australia,11/20/2005 23:46,2/24/2009 16:04,-31.9333333,115.8333333
Jean,1/27/2009 14:42,Product2,3600,Mastercard,Arlington                   ,VA,United States,1/8/2009 11:01,2/24/2009 16:38,38.89028,-77.08444
Andrea,1/8/2009 12:03,Product1,1200,Diners,Calgary,Alberta,Canada,8/13/2008 15:58,2/24/2009 17:41,51.0833333,-114.0833333
Jessica,1/29/2009 12:16,Product1,1200,Mastercard,Chiefland                   ,FL,United States,1/27/2009 15:56,2/24/2009 18:29,29.47472,-82.86
David,1/19/2009 10:47,Product1,1200,Mastercard,Stavenger,Rogaland,Norway,1/13/2009 13:53,2/25/2009 0:40,58.9666667,5.75
Caroline,1/8/2009 2:49,Product2,3600,Mastercard,Begnins,Vaud,Switzerland,1/7/2009 4:14,2/25/2009 1:37,46.4333333,6.25
Riche Lou,1/19/2009 17:40,Product1,1200,Visa,Newton                      ,MA,United States,3/12/2007 7:21,2/25/2009 2:28,42.33694,-71.20972
Chris,1/11/2009 0:15,Product1,1200,Mastercard,Den Haag,Zuid-Holland,Netherlands,5/7/2007 4:07,2/25/2009 4:04,52.0833333,4.3
Karen,1/16/2009 5:12,Product2,3600,Visa,Berikon,Aargau,Switzerland,10/19/2007 12:31,2/25/2009 5:12,47.35,8.3833333
melanie,1/19/2009 6:52,Product1,1200,Diners,Santa Barbaraa,Heredia,Costa Rica,1/19/2009 6:45,2/25/2009 5:44,10.0333333,-84.15
beatrice,1/26/2009 1:14,Product1,1200,Visa,Churra,Murcia,Spain,1/23/2009 1:57,2/25/2009 5:47,38.0166667,-1.1333333
lorna,1/30/2009 10:31,Product1,1200,Mastercard,Castle Rock                 ,CO,United States,10/6/2008 16:31,2/25/2009 7:42,39.37222,-104.85556
Tary,1/23/2009 5:52,Product1,1200,Amex,Zug,Zug,Switzerland,1/23/2009 1:22,2/25/2009 9:40,47.1666667,8.5166667
Julie ,1/7/2009 9:54,Product1,1200,Visa,Ashford,England,United Kingdom,1/7/2009 9:17,2/25/2009 10:18,51.1,-4.1
Julie ,1/1/2009 16:44,Product1,1200,Amex,Rockville                   ,MD,United States,9/12/2008 10:36,2/25/2009 10:48,39.08389,-77.15306
Jerome,1/23/2009 9:27,Product1,1200,Mastercard,Madrid,Madrid,Spain,2/19/2008 2:01,2/25/2009 11:38,40.4,-3.6833333
Laleh,1/22/2009 12:56,Product1,1200,Visa,Aasgaardstrand,Vestfold,Norway,1/20/2009 13:13,2/25/2009 12:03,59.3488889,10.4675
Michael,1/16/2009 13:35,Product1,1200,Visa,Milano,Lombardy,Italy,1/16/2009 12:43,2/25/2009 13:59,45.4666667,9.2
